,DateTime,P1,P2,P3,P4,P5,P6,target
3908163,2018-11-10 03:35:36,5.737704918032787,27.86885245901639,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908164,2018-11-10 03:35:37,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908165,2018-11-10 03:35:37,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908166,2018-11-10 03:35:37,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908167,2018-11-10 03:35:38,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908168,2018-11-10 03:35:38,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.86885245901639,17.21311475409836,True
3908171,2018-11-10 03:35:39,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908170,2018-11-10 03:35:39,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908169,2018-11-10 03:35:39,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908172,2018-11-10 03:35:40,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908173,2018-11-10 03:35:40,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908174,2018-11-10 03:35:41,5.737704918032787,27.86885245901639,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908175,2018-11-10 03:35:41,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908176,2018-11-10 03:35:41,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908178,2018-11-10 03:35:42,5.737704918032787,27.86885245901639,22.131147540983605,27.86885245901639,27.049180327868854,17.21311475409836,True
3908177,2018-11-10 03:35:42,5.737704918032787,27.86885245901639,22.131147540983605,27.86885245901639,27.049180327868854,17.21311475409836,True
3908181,2018-11-10 03:35:43,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908179,2018-11-10 03:35:43,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908180,2018-11-10 03:35:43,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908182,2018-11-10 03:35:44,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908183,2018-11-10 03:35:44,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908184,2018-11-10 03:35:45,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908185,2018-11-10 03:35:45,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908186,2018-11-10 03:35:45,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
